content,score,at
"Fb asuuuu, semenjak ganti metaverse jadi makin kacau plus banyak aturan. Masa gue gak ngapai2in tiba2 disuruh ganti password, okee udah gue ganti. Tapiii gak taunya setelah seminggu gue mau login di laptop guee trnyata password gue salah b4b11, pdhl gue udh ganti pass gueeee dan gue udh berusaha login dgn pass gue yg benar, kenapa gak bisa login ?????? WOI PLIS FB INI AKUN GW DARI TAUN 2015 ANJCCCCCCCC BANGSATTT LOE. BINTANG 1 AJA KURANG BUAT LOOOO",1,2022-02-20 00:56:18
"Gimana ini min.. Buka Facebook,keluar waktu sesi habis,setelah dilogin gak bisa,keluarnya anda menggunakan sandi lama..silahkan masuk dengan sandi baru.. Maksudnya apa min..tolong bantuannya",1,2022-02-20 00:24:04
ini tolong dong kak kok fb saya keluar sendiri mulu waktu sesi selesai mulu kenapa sih saya sudah lama banget gunain fb tolong dong kebijakan nya balikin fb saya seperti semula 😭😭,2,2022-02-19 20:56:02
Kenapa akun saya harus harus mempunyai kode login Dan kode nya tidak Ada terkirim Akun saya sudah lmaa banyak kenangan Kok tiba2 sesi waktu habis padahal saya gak ngapa2 in tidak pernah posting aneh2 tidak pernah ujar kebencian Sedangkan semua lengkap lengkap no hp lengkap sudah pakai ktp tetap saja tidak bisa Saya sangat kecewaaaa,1,2022-02-19 16:28:53
"Sangat memuaskan,membantu kita terhubung dengan org2 yg jauh dr jaukauan pun bisa... Save foto video private dengan aman .. thanks Facebook",5,2022-02-19 15:52:08
"Gila benar fb ini ya bloc akun gua sampe 2 x... emangya apa mslhmu denganku fb... coba katakan sejujurnya🤔🤔🤔🤔... d Malaysia 1 x balik indo lagi"" ada apa denganmu... gk jelas makin lama makin gk bisa pake🤣🤣🤣🤣🤪🤪🤪",1,2022-02-19 15:35:25
"Maaf sya kasih bintang bgtu. Akun saya sudah 2kali kena pemblokiran. Mungkin dilaporkan akun yg lain, tapi sya sudah lakukan pemulihan tapi tetap ada peringatan Pemblokiran. Mungkin bukan rezeki saya untuk menjual produk diakun itu, tapi setidaknya mudah semua pengguna akun untuk pemulihan. Capek juga mau bikin akun baru lagi, terus add teman fb yg lain,. Mau tutup akun juga syg, tempt jual brng yh hnya difb saja. Bantu kami yang mencari rezeki disosmed, jgn asal tutup akun yh🙏🏻",2,2022-02-19 15:00:19
"Tolong diperbaiki donk...kenapa ga bisa masuk k stats pendidikan sekolah.saya udh tulis nama sekolah saya,SMA.tp ko ga muncul sekolah saya cari.",4,2022-02-19 14:36:53
Knp aku ksih bintang 1 karna akun fb sy bru saja di ksih sesi padahal bru beli langsung sesi padahal akun nya mau aku pke utk main game ff sy sangat kecewa sama pihak fecebook,1,2022-02-19 13:53:02
Aplikasinya jelek banget facebooknya tiba bisa gak kebuka lagi.. uda masukin kata sandi dan berbagai macam bantuan tetap aja gak bisa kebuka facebooknya... dulu2 aman2 aja facebooknya bisa kebuka.. sekarang tiba2 sudah gak bisa kebuka lagi...tolong perbaiki yg bener aplikasinya untuk semua org pengguna facebook untuk mengenal berita mencari pertemanan,1,2022-02-19 13:01:57
"Fitur semakin bagus,,tetapi terasa lemot di android saya,,sering terjadi bug koneksi di saat muncul iklan di dalam video. Hilangkan iklan,, karena pada saat iklan muncul sangat mengganggu saat menonton video,,terlebih jika video yang di putar adalah video yang seharusnya tidak terpotong,,misalkan video berdo'a ,, video musik lagu,, dan video-video lainnya. Itu benar-benar sangat mengganggu kelancaran koneksi internet dan mengganggu kenyamanan kqmi dalam menonton.",1,2022-02-19 12:31:16
"Hapus aja apk ini,,gak jelas banget,,susah di buka,,paket data penuh tp gak bisa di buka ,selalu di alihkan ke mode geratis,,beralih ke mode data gak bisa,,,",1,2022-02-19 12:16:40
Puas sih.. cman kalo lgi nonton pake link facebook kdang ada yg error. Kadang jga banya yg pake link telegram.. gak seru.. kadang laload buka filmnya.. usahain jgan error mulu lah link facebook nya,4,2022-02-19 10:57:30
Kenapa akun saya tiba tiba log out sendiri??? Lalu setelah saya cek akun kedua saya hilang padahal saya sering main Facebook pakai akun tersebut Edit: setelah saya perbarui bukan nya jadi lebih baik malah jadi ga bisa buka aplikasi sama sekali,1,2022-02-19 10:35:10
"Memang terkadang menyebalkan pakai fb, saat² ini yg mana yg melanggar komunitas yg mana bebas postingan tapi ttp aman tuh akun, saya sampai buat akun ke tiga, buka fb dari 2010 itu aman² aja, sekarang mudah sensi yg menghujat itu aman di fb sedang kita membalas hujatan dengan data mlh di spam, begitu pun aku buat akun ke tiga SDH tiga hari yg lalu, belum berselancar baru cari teman SDH tidak bisa ngelike untuk dua hari, sudah lewat dua hari masih ttp TDK bisa tak bertanggung jawab peraturan nya.",1,2022-02-19 10:07:45
"Facebok-facebok!!! makin hari rating makin rendah tapi masukan pengguna facebook tidak didengarkan, mau mu apa facebook??? Akun tiba-tiba terkunci tanpa sebab dan akibatnya saya tidak bisa akses masuk lagi,bagaimana saya mau masuk??? opsi yang digunakan email yang tidak aktif tidak ada opsi nomor hp atau lainnya. Sangat kecewa",1,2022-02-19 09:38:24
"Apa apaan anj!!! Saya ucap ""assalamualaikum""di live stream game malah kena pelanggaran 😏lu kafir?sentimen amat Org ucap salam doang Oh iya,masalah koneksi jaringan juga Muter terus padahak saya buka youtube bisa kenapa giliran buka fb gabisa😏",1,2022-02-19 08:04:27
"Setiap hari banyak iklan ga manfaat diberandaku, uda di spam, tetap aja muncul, udahlah iklan ga senonoh, tetap aja muncul, segitu miskinnya fb, harus ada iklan di fbnya, keliatan sangat merosot ya app fb",1,2022-02-19 07:56:58
Admin tolong kasih penjelasan kenapa akun game sya di kunci semua.. lg asik main tampa ada membuat kesalahan kok di kunci,1,2022-02-19 07:07:03
"Proses peninjauan kuntul, padahal saya ngakses fb cuman buat akun game saya.. saya melanggar apaaa???? :(",1,2022-02-19 06:28:42
Pesan untuk Facebook ya untuk memperbaiki masalah apk ini saya buka apk ini ga bisa dan saya liat di play store update padahal udh update berhari hari beri kali kali ga bisa bisa saya merasa ga nyaman sama apk ini sekian perbaiki ya min🙂,1,2022-02-19 05:34:59
"Kalo ada rating 0 gw kasih rating 0, aplikasi nguras emosi, apalagi instagram sekarang udah mulai nggak jelas setelah gabung fb",1,2022-02-19 02:48:24
"Sy punya FB dr thn 2012 segitu banyak foto 2 dr ank msih kecil semua momen di situ..tiba² hilang bgtu aja sampai sekarang gk ke kambali lg.. sakit hati banget sy,jd sekrng sy punya fb untuk biar punya aja, jarang sy buka juga klo buka sesi hbs..",1,2022-02-19 02:00:30
"Facebook jadi ga jelas gini, lg enak enak buka beranda malah kena sesi, udah di jawab ga ada yg bener fb gajelas",1,2022-02-18 18:37:33
"Dear tim FB kenapa tidak bisa buka kunci FB nya, kan aku sdh mengirim tanda pengenal SIM,Niko ribet akh..",5,2022-02-18 18:15:18
"Kok setiap mau nonton video cuman bisa video yg di tekan pertama kali, kalo yg di bawahnya GK bisa di tonton(ngefreeze) kyk gambar GK ada logo play nya!!!!!!. Gimana ini pihak meta , tolong perbaiki ini",1,2022-02-18 17:48:59
"Apa""an sih, knp fb aku di nonaktifkan saya itu jualan buat cari makan, yg saya jual baju, sandal,tas, sepatu bukan barang haram, terus knp ngk bokeh jualan, Semakin kesini semakin buruk aja sih ini aplikasi fb 😈😈😈 orang jualan baik"" di bilang melanggar apa""an coba",1,2022-02-18 16:38:27
akun menyebalkan. Sekarang ga bisa login fcbk. Keterangan terdapat kesalahan yang tidak terduga terus. Udah 4 harii ni gimanaa sihhhh !!!,1,2022-02-18 16:01:59
"Tolong untuk mengganti tidak usah di kasih waktu 6 bulan, lebih baik enggak usah di kasih waktu sama sekali, biar kita bisa mengganti nama dengan leluasa",2,2022-02-18 15:48:49
"Sudah di-update ke versi terbaru saya tidak bisa memilih foto lama untuk diupload digrup, tolong diperbaiki ...",1,2022-02-18 14:11:51
"Entah kenapa password Facebook salah terus padahal GK pernah ganti password,pas mau di ganti ehh kode verifikasinya lama banget pas nyampe kodenya malah salah 👍🗿💯",1,2022-02-18 13:12:20
"Dasar aplikasi tidak bermoral, saya install fb untuk lihat film kartun buat anak saya tapi nyatanya di facebook keluar video tidak ada akhlak padahal 1 kali pun tidak pernah nonton dasar aplikasi tidak ramah keluarga",1,2022-02-18 13:00:38
Kenapa fb saya gk bisa nonton siaran langsung pdahal sdh dsuruh ketik gunakan data tapi klw liat video yg lain bisa trs mode warna ungu di atas klw kita klik malah dsuruh beli paket pdahal pket internet sya bnyk Sdh sya coba cri di pngaturan gk ada ketemu tolong di jelasin,2,2022-02-18 08:02:23
"Apa untungnya facebook yang sekarang mempersulit user, harus direformasi facebook yang sekarang ini, kembalikan facebook seperti dulu!",1,2022-02-18 07:37:41
Sumpah Bagus banget udh bagus cepet lagi..... Bisa cari cp juga di sini wkwkkw.... Kalo yng ngga bisa bukan karna aplikasi nya tapi sinyal sama hp kalian aja eror.......,5,2022-02-18 04:54:48
"Tolong untuk Facebook, Password ku sudah benar tapi masih gak bisa login, dan hanya bisa login otomatis, di G mail sudah saya Check dan, password nya benar, dan sudah saya Rubah, tetapi masih saja salah, tolong Facebook kerjasamanya",2,2022-02-18 03:13:16
"Mantul. Meskipun akun saya dari tahun 2014-2019 dihapus permanen sepihak dari Facebook. Notifnya saya masih dibawah umur. Padahal identitas saya isi lengkap lahir tahun 94. Mengsedih. Tapi gpp, ada hikmah dibalik setiap kejadian.",2,2022-02-17 22:10:15
"Sementara bintang satu, akun udah lama gak ada upload/komen negatif, tiba-tiba di nonaktifkan. APK BURUK",1,2022-02-17 18:03:37
Woy peraturan nya makin sini makin ribet aja akun gw dari tahun 2009 kenapa dblokir sepihak tanpa pemberitahuan pengguna nya akun...fb skrg makin aneh gak nyaman di pke gak kya dulu2 skrg pertrn nya makin ribet ngerugiin pengguna lama..akun gw pke email yahoo dah gak aktif gk bsa di buka no dah gk aktif gmna cara atasin nya,5,2022-02-17 17:11:08
Mau nya gimana min tindakan ada sangat merugikan saya knpa anda nonaktifka fb saya begitu saja di situ bnyak data penting saya sngt kecewa dan saya minta aktifka. Kembali akun saya biarkan saya bisa login ke akun saya apa kesalahan saya BALAS MIN? Klo bisa aktifkan kembali akun sya yang atas namakan dumas wijaya segera tida mau saya,1,2022-02-17 13:04:14
Saya sudah live jualan di FB sejak 2019. Tetapi knapa saya dapat teguran tidak bisa live. Padahal saya live untuk menafkahi keluarga kecil kami. Tolonglah FB supaya FB saya normal kembali😰,1,2022-02-17 12:32:57
"Woi developer tolong keluarin artiket dari situs resmi tentang mengatasi ""waktu sesi habis"" saya tidak tau apa masalahnya tp setiap login pasti ada keterang tersebut dan dipaksa keluar. Saya juga buka usaha di FB jadi kesulitan untuk memantau lapak karena harus dipaksa keluar terus. Padahal login cuma 1 device, sandi udh diganti segala macem bntuk keaman udh diikutin tp masih ada aja kendala diatas. Tolong dong developer dengerin keluhan consumer...thanks",1,2022-02-17 10:46:42
"di update malah jelek, musik story fbnya jadi ga ada dan kalau ada chat messanger harus download dulu kalo ga ya ga bisa di buka jadi kaya pemaksaan banget",2,2022-02-16 20:45:51
"Bikin pusing tidak ada masalah apa2 baru buat status PLN mati lampu mala akun fb yang terkunci .suru masukin no hp ber ulang2 sama sandi masi saja sala sandi. Tambah para sekarang ini,video porno suda masuk di beranda akun fb para wanita, kiriman yg tidak pantas ini tolong secepat nya d tndak ljuti. Kenpa akun yg menandai ini tdak d cega? Saya buat status poto ank kcil kejepit sleting sja, fb saya d btasi sampai 30 hari. Mf phak fb klau saya salah,tpi ini bner coba cek akun fb para cewek ada ap",1,2022-02-16 04:19:54
Bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!! Ada apa,5,2022-02-15 09:29:45
"Standar komunitas,ngetik typo diban,ngeliat komen lain ngehina agama,negara,orang tua pas di report bilangnya tidak melanggar standar komunitas. Bilang ke standar komunitas,akhlaknya di bawah standar",1,2022-02-15 06:38:49
"Mohon untuk pihak meta plaform agar segera di perbaiki facebook nya, agar bisa jual beli atau aktivitas seperti biasa lagi, jgn karena adanya covid facebook jga menjadi jelek dan erorr, saya dari orng yg biasa menggunakan facebook komplen dngan facebook yg gk berguna lagi, krena saya membutuhkan facebook untuk usaha jual beli bukan hanya skedar main2 tapi kenapa akun saya sering di nonaktifkan",1,2022-02-14 11:27:21
Assalamualaikum wr.wb Untuk pihak Facebook yang terhormat Saya mohon bantuan supaya akun Facebook saya atas nama Salsa Tom segera di buka sesinya karna saya sangat membutuhkan akun itu. Karna di akun Facebook itu terkait akun game saya berhubung akun Facebook itu terkunci untuk saat ini saya tidak dapat login ke akun game saya. sekian terima kasih.. Mohon perhatiannya,5,2022-02-14 10:37:38
